PLAYER_NAME,WINNING_TEAM,LOSING_TEAM,label,prediction
Michael Finley,Mavericks,Timberwolves,26,21.046733080972064
Michael Finley,Mavericks,Grizzlies,18,21.79143420223626
Michael Finley,Mavericks,Clippers,14,21.62436753222592
Michael Finley,Mavericks,Timberwolves,22,20.74648915405585
Steven Smith,Trail Blazers,Bucks,10,13.1764680545798
Steven Smith,Trail Blazers,Nets,13,12.746196564152573
Steven Smith,Trail Blazers,Lakers,12,13.438098028299258
Steven Smith,Trail Blazers,Magic,13,14.438911118019963
Steven Smith,Trail Blazers,Hornets,6,12.274161427133734
Steven Smith,Trail Blazers,SuperSonics,19,13.313588470051194
Steven Smith,Trail Blazers,Timberwolves,11,14.314401559771898
Steven Smith,Trail Blazers,Mavericks,8,13.561032739849892
Steven Smith,Trail Blazers,Warriors,18,14.744673050199125
Adam Keefe,Warriors,Suns,2,4.3797045183903
Corey Benjamin,Bulls,Hawks,7,6.577592504680176
